"global_id";"ObjectName";"NameWinter";"AdmArea";"District";"Address";"Email";"WebSite";"HelpPhone";"HelpPhoneExtension";"WorkingHoursWinter";"ClarificationOfWorkingHoursWinter";"HasEquipmentRental";"EquipmentRentalComments";"HasTechService";"TechServiceComments";"HasDressingRoom";"HasEatery";"HasToilet";"HasWifi";"HasCashMachine";"HasFirstAidPost";"HasMusic";"UsagePeriodWinter";"DimensionsWinter";"Lighting";"SurfaceTypeWinter";"Seats";"Paid";"PaidComments";"DisabilityFriendly";"ServicesWinter";"geoData";"geodata_center";
"2721760653";"Дворовая территория";"Городок тренажерный универсальный";"Центральный административный округ";"район Хамовники";"Фрунзенская набережная, дом 34";"gbu-hamovniki@pcao.mos.ru";"gbu-hamovniki.ru/";"(499) 242-52-04";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.584921531, 55.722823393], type=Point}";"{coordinates=[37.584921531, 55.722823393], type=Point}";
"2721760659";"Дворовая территория";"Городок тренажерный (воркаут) нового типа";"Центральный административный округ";"район Хамовники";"Оболенский переулок, дом 9, корпус 3";"gbu-hamovniki@pcao.mos.ru";"gbu-hamovniki.ru/";"(499) 242-52-04";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.581756525, 55.73159], type=Point}";"{coordinates=[37.581756525, 55.73159], type=Point}";
"2721760663";"Дворовая территория";"Городок тренажерный универсальный";"Северо-Западный административный округ";"район Митино";"Пятницкое шоссе, дом 42, корпус 1";"gbu-mitino@mail.ru";"гбу-жилищник-митино.рф";"(495) 748-08-07";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.359134853, 55.856443206], type=Point}";"{coordinates=[37.359134853, 55.856443206], type=Point}";
"2721760668";"Дворовая территория";"Городок тренажерный (воркаут) нового типа";"Центральный административный округ";"район Хамовники";"улица Льва Толстого, дом 14А, строение 1";"gbu-hamovniki@pcao.mos.ru";"hamovniki.mos.ru";"(499) 242-52-04";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.588614152, 55.733651208], type=Point}";"{coordinates=[37.588614152, 55.733651208], type=Point}";
"2721760673";"Дворовая территория";"Городок тренажерный (воркаут) старого типа";"Юго-Западный административный округ";"район Южное Бутово";"Чечёрский проезд, дом 104";"ug-butovo@uzao.mos.ru";"ubutovo.mos.ru/";"(495) 712-70-11";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"грунтовое покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.515409923, 55.530522132], type=Point}";"{coordinates=[37.515409923, 55.530522132], type=Point}";
"2721760678";"Дворовая территория";"Городок тренажерный (воркаут) нового типа";"Центральный административный округ";"район Хамовники";"улица Остоженка, дом 41";"gbu-hamovniki@pcao.mos.ru";"gbu-basmannyj.ru/";"(499) 242-52-04";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение газоразрядными лампами";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.597387307, 55.738008702], type=Point}";"{coordinates=[37.597387307, 55.738008702], type=Point}";
"2721760684";"Дворовая территория";"Городок тренажерный (воркаут) нового типа";"Юго-Западный административный округ";"район Южное Бутово";"Южнобутовская улица, дом 133";"uzao-ugbutovo@mos.ru";"ubutovo.mos.ru/";"(495) 712-70-11";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.513988899, 55.531418364], type=Point}";"{coordinates=[37.513988899, 55.531418364], type=Point}";
"2721760688";"Дворовая территория";"Городок тренажерный (воркаут) нового типа";"Центральный административный округ";"район Хамовники";"улица Хамовнический Вал, дом 32";"gbu-hamovniki@pcao.mos.ru";"gbu-hamovniki.ru";"(499) 242-52-04";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"освещение газоразрядными лампами";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.567976007, 55.719658495], type=Point}";"{coordinates=[37.567976007, 55.719658495], type=Point}";
"2721760704";"Дворовая территория";"Городок тренажерный универсальный";"Центральный административный округ";"район Хамовники";"6-й Ростовский переулок, дом 4А";"gbu-hamovniki@pcao.mos.ru";"gbu-hamovniki.ru/";"(499) 242-52-04";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение газоразрядными лампами";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.576137681, 55.742791075], type=Point}";"{coordinates=[37.576137681, 55.742791075], type=Point}";
"2721760727";"Дворовая территория";"Городок тренажерный универсальный";"Северный административный округ";"Дмитровский район";"Лобненская улица, дом 12, корпус 1";"dsportdosug@mail.ru";"dmitrovskiy.mos.ru";"(495) 486-71-20";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"асфальтовое, бетонное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.52680488, 55.892932174], type=Point}";"{coordinates=[37.52680488, 55.892932174], type=Point}";
"2721760732";"Дворовая территория";"Городок тренажерный (воркаут) нового типа";"Юго-Восточный административный округ";"район Люблино";"Люблинская улица, дом 143, корпус 2";"L_dez@inbox.ru";"lublino.uvaogbu.ru/";"(495) 350-01-45";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.742641622, 55.665225355], type=Point}";"{coordinates=[37.742641622, 55.665225355], type=Point}";
"2721760751";"Дворовая территория";"Городок тренажерный универсальный";"Новомосковский административный округ";"район Коммунарка";"поселение Воскресенское, посёлок Воскресенское, дом 32";"voskrsp@mail.ru";"admspvoskresenskoe.ru";"(495) 659-48-22";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"платно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.445081948, 55.534312048], type=Point}";"{coordinates=[37.445081948, 55.534312048], type=Point}";
"2721760760";"Дворовая территория";"Городок тренажерный универсальный";"Центральный административный округ";"Таганский район";"Малая Калитниковская улица, дом 9";"gbu-taganka@mail.ru";"gbu-taganskij.ru/";"(495) 912-44-87";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.682124786, 55.735649402], type=Point}";"{coordinates=[37.682124786, 55.735649402], type=Point}";
"2721760764";"Дворовая территория";"Городок тренажерный универсальный";"Западный административный округ";"район Ново-Переделкино";"улица Шолохова, дом 10";"zao-uprava-np@mos.ru";"novo-peredelkino.mos.ru/";"(495) 732-35-14";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.355928385, 55.638115265], type=Point}";"{coordinates=[37.355928385, 55.638115265], type=Point}";
"2721760766";"Спортивный комплекс образовательного учреждения «Школа № 1236 имени С.В. Милашенкова»";"Городок тренажерный (воркаут) нового типа";"Северо-Восточный административный округ";"Бутырский район";"улица Гончарова, дом 15Б";"1236@edu.mos.ru";"sch1236sv.mskobr.ru";"(495) 619-11-72";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.586916882, 55.81798357], type=Point}";"{coordinates=[37.586916882, 55.81798357], type=Point}";
"2721760774";"Спортивный комплекс образовательного учреждения";"Городок тренажерный (воркаут) нового типа";"Северо-Восточный административный округ";"район Северное Медведково";"Широкая улица, дом 21А";"283@edu.mos.ru";"sch283sv-new.mskobr.ru";"(499) 477-11-40";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"да";"01.09-31.08";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.670530372, 55.889995288], type=Point}";"{coordinates=[37.670530372, 55.889995288], type=Point}";
"2721760783";"Дворовая территория";"Городок тренажерный универсальный";"Западный административный округ";"район Раменки";"Мичуринский проспект, дом 29, корпус 1";"uzao-ramenki@mos.ru";"ramenki.mos.ru";"(499) 739-19-41";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.504572943, 55.693292649], type=Point}";"{coordinates=[37.504572943, 55.693292649], type=Point}";
"2721760807";"Дворовая территория";"Городок тренажерный универсальный";"Юго-Восточный административный округ";"район Печатники";"улица Гурьянова, дом 3";"gbupechat@yandex.ru";"pechatniki.uvaogbu.ru/";"(495) 657-35-00";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение газоразрядными лампами";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.723920859, 55.692064455], type=Point}";"{coordinates=[37.723920859, 55.692064455], type=Point}";
"2721760841";"Дворовая территория";"Городок тренажерный (воркаут) нового типа";"Юго-Восточный административный округ";"район Печатники";"Шоссейная улица, дом 50";"gbupechat@yandex.ru";"pechatniki.uvaogbu.ru/";"(495) 657-35-00";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.721329605, 55.679382304], type=Point}";"{coordinates=[37.721329605, 55.679382304], type=Point}";
"2721760848";"Дворовая территория";"Городок тренажерный (воркаут) нового типа №1";"Зеленоградский административный округ";"район Крюково";"город Зеленоград, корпус 1625";"gbuzelenograd@zelao.mos.ru";"gbuzelenograd.ru/";"(499) 734-25-21";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.150788199, 55.97301962], type=Point}";"{coordinates=[37.150788199, 55.97301962], type=Point}";
"2721760854";"Дворовая территория";"Городок тренажерный (воркаут) нового типа";"Северный административный округ";"район Сокол";"2-я Песчаная улица, дом 3, строение 2";"gbusokol@mail.ru";"sokol.mos.ru";"(499) 195-99-53";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.516770747, 55.795806046], type=Point}";"{coordinates=[37.516770747, 55.795806046], type=Point}";
"2721760873";"Дворовая территория";"Городок тренажерный универсальный";"Зеленоградский административный округ";"район Крюково";"город Зеленоград, корпус 1803";"gbuzelenograd@zelao.mos.ru";"gbuzelenograd.ru/";"(499) 734-25-21";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.16470259, 55.978990063], type=Point}";"{coordinates=[37.16470259, 55.978990063], type=Point}";
"2721760889";"Дворовая территория";"Городок тренажерный универсальный";"Северо-Западный административный округ";"район Южное Тушино";"улица Свободы, дом 40, корпус 1";"dezut@yandex.ru";"gbu-utushino.ru";"(499) 497-24-21";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение газоразрядными лампами";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.457181642, 55.846083667], type=Point}";"{coordinates=[37.457181642, 55.846083667], type=Point}";
"2721760897";"Дворовая территория";"Городок тренажерный универсальный";"Юго-Восточный административный округ";"Рязанский район";"4-я Новокузьминская улица, дом 6";"gbu.ryazanka@yandex.ru";"ryazanskiy.uvaogbu.ru/";"(495) 378-08-02";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.792292925, 55.711258221], type=Point}";"{coordinates=[37.792292925, 55.711258221], type=Point}";
"2721760908";"Дворовая территория";"Городок тренажерный (воркаут) нового типа";"Северо-Западный административный округ";"район Южное Тушино";"улица Фабрициуса, дом 9";"dezut@yandex.ru";"gbu-utushino.ru";"(499) 497-24-21";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.441138499, 55.842783544], type=Point}";"{coordinates=[37.441138499, 55.842783544], type=Point}";
"2721760915";"Спортивный комплекс образовательного учреждения";"Городок тренажерный (воркаут) старого типа";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"улица Народного Ополчения, дом 22, корпус 4";"1560@edu.mos.ru";"1560.mskobr.ru/";"(495) 616-10-10";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"грунтовое покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.481408111, 55.779088011], type=Point}";"{coordinates=[37.481408111, 55.779088011], type=Point}";
"2721760921";"Дворовая территория";"Городок тренажерный (воркаут) нового типа";"Юго-Восточный административный округ";"район Кузьминки";"Волгоградский проспект, дом 153, корпус 2";"kuzminki.gbu@mail.ru";"kuzminki.mos.ru";"(495) 379-86-36";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.782900429, 55.705084615], type=Point}";"{coordinates=[37.782900429, 55.705084615], type=Point}";
"2721760934";"Дворовая территория";"Городок тренажерный универсальный";"Юго-Восточный административный округ";"Рязанский район";"Зеленодольская улица, дом 9, корпус 3";"gbu.ryazanka@yandex.ru";"ryazanskiy.uvaogbu.ru";"(495) 378-08-02";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение газоразрядными лампами";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.780814527, 55.712300247], type=Point}";"{coordinates=[37.780814527, 55.712300247], type=Point}";
"2721760944";"Дворовая территория";"Городок тренажерный универсальный";"Юго-Восточный административный округ";"район Кузьминки";"Волгоградский проспект, дом 143, корпус 1";"upr_kuzmin@uvao.mos.ru";"kuzminki.mos.ru";"(499) 603-44-07";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.776189328, 55.705131536], type=Point}";"{coordinates=[37.776189328, 55.705131536], type=Point}";
"2721760963";"Спортивный комплекс образовательного учреждения";"Городок тренажерный (воркаут) старого типа";"Южный административный округ";"район Чертаново Северное";"Сумской проезд, дом 19А";"1158@edu.mos.ru";"sch1158.mskobr.ru";"(495) 319-34-50";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"освещение газоразрядными лампами";"грунтовое покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.594028353, 55.631384396], type=Point}";"{coordinates=[37.594028353, 55.631384396], type=Point}";
"2721761447";"Дворовая территория";"Городок тренажерный (воркаут) старого типа";"Юго-Восточный административный округ";"район Кузьминки";"улица Юных Ленинцев, дом 91, корпус 2";"kuzminki.gbu@mail.ru";"kuzminki.mos.ru";"(495) 379-86-36";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.775059717, 55.700103213], type=Point}";"{coordinates=[37.775059717, 55.700103213], type=Point}";
"2721761449";"Дворовая территория";"Городок тренажерный универсальный";"Юго-Восточный административный округ";"район Люблино";"Ставропольская улица, дом 56, корпус 3";"l_dez@inbox.ru";"lublino.uvaogbu.ru/";"(495) 350-01-45";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.769690791, 55.681320448], type=Point}";"{coordinates=[37.769690791, 55.681320448], type=Point}";
"2721761456";"Дворовая территория";"Городок тренажерный (воркаут) нового типа";"Юго-Восточный административный округ";"район Лефортово";"Авиамоторная улица, дом 4, корпус 1";"oolefortovo@mail.ru";"lefortovo.uvaogbu.ru";"(495) 362-23-87";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"газонное покрытие (натуральное)";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.713758985, 55.75937422], type=Point}";"{coordinates=[37.713758985, 55.75937422], type=Point}";
"2721761491";"Дворовая территория";"Городок тренажерный (воркаут) нового типа";"Юго-Восточный административный округ";"район Лефортово";"1-й Краснокурсантский проезд, дом 1/5, корпус 2";"oolefortovo@mail.ru";"lefortovo.uvaogbu.ru/";"(495) 362-23-87";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.69018488, 55.757124436], type=Point}";"{coordinates=[37.69018488, 55.757124436], type=Point}";
"2721761498";"Дворовая территория";"Городок тренажерный (воркаут) нового типа";"Юго-Восточный административный округ";"район Люблино";"улица Судакова, дом 22/10";"L_dez@inbox.ru";"lublino.uvaogbu.ru/";"(495) 350-01-45";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.753902964, 55.672769221], type=Point}";"{coordinates=[37.753902964, 55.672769221], type=Point}";
"2721761502";"Дворовая территория";"Городок тренажерный универсальный";"Юго-Восточный административный округ";"район Некрасовка";"Покровская улица, дом 37";"dir_nekrasovka@mail.ru";"nekrasovka.uvaogbu.ru";"(499) 746-78-70";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.918387714, 55.706158682], type=Point}";"{coordinates=[37.918387714, 55.706158682], type=Point}";
"2721761520";"Дворовая территория";"Городок тренажерный универсальный";"Юго-Восточный административный округ";"район Лефортово";"Шепелюгинская улица, дом 5, корпус 1";"oolefortovo@mail.ru";"lefortovo.uvaogbu.ru/";"(495) 362-23-87";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение газоразрядными лампами";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.702809297, 55.746991899], type=Point}";"{coordinates=[37.702809297, 55.746991899], type=Point}";
"2721761526";"Дворовая территория";"Городок тренажерный (воркаут) нового типа";"Южный административный округ";"район Нагатино-Садовники";"улица Академика Миллионщикова, дом 16";"songs@mos.ru";"nagatino-sadovniki.mos.ru/";"(499) 612-07-46";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.645969016, 55.668587009], type=Point}";"{coordinates=[37.645969016, 55.668587009], type=Point}";
"2721761533";"Дворовая территория";"Городок тренажерный (воркаут) нового типа №2";"Юго-Восточный административный округ";"район Люблино";"Краснодонская улица, дом 46";"L_dez@inbox.ru";"lublino.uvaogbu.ru/";"(495) 350-01-45";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.750066684, 55.667216688], type=Point}";"{coordinates=[37.750066684, 55.667216688], type=Point}";
"2721761542";"Дворовая территория";"Городок тренажерный (воркаут) нового типа";"Юго-Восточный административный округ";"район Лефортово";"Красноказарменная улица, дом 16Б";"oolefortovo@mail.ru";"lefortovo.uvaogbu.ru/";"(495) 362-23-87";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.711409523, 55.752636202], type=Point}";"{coordinates=[37.711409523, 55.752636202], type=Point}";
"2721761555";"Дворовая территория";"Городок тренажерный универсальный";"Южный административный округ";"район Нагатино-Садовники";"улица Академика Миллионщикова, дом 16";"songs@mos.ru";"nagatino-sadovniki.mos.ru/";"(499) 612-07-46";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.647583871, 55.668145229], type=Point}";"{coordinates=[37.647583871, 55.668145229], type=Point}";
"2721761564";"Дворовая территория";"Городок тренажерный универсальный";"Юго-Восточный административный округ";"район Лефортово";"Красноказарменная улица, дом 16Б";"oolefortovo@mail.ru";"lefortovo.uvaogbu.ru/";"(495) 362-23-87";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение газоразрядными лампами";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.711464508, 55.752692171], type=Point}";"{coordinates=[37.711464508, 55.752692171], type=Point}";
"2721761577";"Дворовая территория";"Городок тренажерный (воркаут) старого типа";"Северный административный округ";"район Сокол";"Светлый проезд, дом 6, корпус 1";"sokol@mos.ru";"sokol.mos.ru";"(499) 158-69-81";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.488717652, 55.813128936], type=Point}";"{coordinates=[37.488717652, 55.813128936], type=Point}";
"2721761601";"Дворовая территория";"Городок тренажерный (воркаут) нового типа";"Северный административный округ";"район Беговой";"Ленинградский проспект, дом 28, строение 2";"sao-begovoy@mos.ru";"begovoy.mos.ru/";"(495) 614-78-91";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.57153827, 55.783857664], type=Point}";"{coordinates=[37.57153827, 55.783857664], type=Point}";
"2721761617";"Дворовая территория";"Городок тренажерный универсальный";"Северный административный округ";"Войковский район";"Ленинградское шоссе, дом 48, корпус 2";"voik@mos.ru";"voykovsky.mos.ru/";"(499) 156-20-02";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.48780395, 55.835018901], type=Point}";"{coordinates=[37.48780395, 55.835018901], type=Point}";
"2721761626";"Дворовая территория";"Городок тренажерный универсальный";"Северный административный округ";"Войковский район";"1-я Радиаторская улица, дом 7";"voik@mos.ru";"voykovsky.mos.ru/";"(499) 156-20-02";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.494214221, 55.819134463], type=Point}";"{coordinates=[37.494214221, 55.819134463], type=Point}";
"2721761638";"Дворовая территория";"Городок тренажерный (воркаут) старого типа";"Южный административный округ";"район Орехово-Борисово Южное";"Елецкая улица, дом 35, корпус 2";"sosbr@mos.ru";"orehovo-borisovo-juzhnoe.mos.ru";"(495) 392-07-75";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"газонное покрытие (натуральное)";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.740349583, 55.602424226], type=Point}";"{coordinates=[37.740349583, 55.602424226], type=Point}";
"2721761644";"Дворовая территория";"Городок тренажерный универсальный";"Северный административный округ";"Войковский район";"3-й Новоподмосковный переулок, дом 6";"voik@mos.ru";"voykovsky.mos.ru/";"(499) 156-20-02";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.515051404, 55.820024972], type=Point}";"{coordinates=[37.515051404, 55.820024972], type=Point}";
